RowIndex,Tag,ID,Type,Name,Icon,SetID,Level,BoundRule,Identifiable,MinIdentifiedRate,BasePrice,SellPrice,DurationHour,ExtraHint,Description,Text,ChildrenJSON
53,PetEquip,70004003,1002,Hùng Sư Nghịch Lân Thú Giáp,PetEquipCloth1_8,10,95,1,true,0,1000,800,-1,,"Sư sinh nghịch lân, mạnh mẽ dũng mãnh.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""794""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""794""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""5326"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""5326"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""90"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""135"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""25"",""MinStar"":""9""}}]"
54,PetEquip,70004004,1003,Hùng Sư Nghịch Lân Thú Hoàn,PetEquipChaplet1_8,10,95,1,true,0,1000,800,-1,,"Sư sinh nghịch lân, mạnh mẽ dũng mãnh.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_hitbase"",""Value"":""740""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""5484"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""135"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""6483"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""90"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""25"",""MinStar"":""9""}}]"
55,PetEquip,70004005,1004,Hùng Sư Nghịch Lân Thú Sức,PetEquipAmulet1_8,10,95,1,true,0,1000,800,-1,,"Sư sinh nghịch lân, mạnh mẽ dũng mãnh.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_hitbase"",""Value"":""370""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_dodgebase"",""Value"":""123""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""5484"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""135"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""6483"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""90"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""25"",""MinStar"":""9""}}]"
56,PetEquip,70004101,1000,Côn Bằng Dị Vũ Thú Trảo,PetEquipClaw1_7,11,95,1,true,0,1000,800,-1,,"Côn Lôn hữu bằng, dị vũ chiêu kì linh.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""884""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""884""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""11988"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""135"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""6483"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""90"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""25"",""MinStar"":""9""}}]"
57,PetEquip,70004102,1001,Côn Bằng Dị Vũ Thú Khôi,PetEquipHat1_7,11,95,1,true,0,1000,800,-1,,"Côn Lôn hữu bằng, dị vũ chiêu kì linh.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""298""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""298""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""1891"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""1891"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""90"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""135"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""25"",""MinStar"":""9""}}]"
58,PetEquip,70004103,1002,Côn Bằng Dị Vũ Thú Giáp,PetEquipCloth1_7,11,95,1,true,0,1000,800,-1,,"Côn Lôn hữu bằng, dị vũ chiêu kì linh.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""794""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""794""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""5326"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""5326"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""90"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""135"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""25"",""MinStar"":""9""}}]"
59,PetEquip,70004104,1003,Côn Bằng Dị Vũ Thú Hoàn,PetEquipChaplet1_7,11,95,1,true,0,1000,800,-1,,"Côn Lôn hữu bằng, dị vũ chiêu kì linh.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_hitbase"",""Value"":""740""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""5484"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""135"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""6483"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""90"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""25"",""MinStar"":""9""}}]"
60,PetEquip,70004105,1004,Côn Bằng Dị Vũ Thú Sức,PetEquipAmulet1_7,11,95,1,true,0,1000,800,-1,,"Côn Lôn hữu bằng, dị vũ chiêu kì linh.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_hitbase"",""Value"":""370""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_dodgebase"",""Value"":""123""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""5484"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""135"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""6483"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""90"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""25"",""MinStar"":""9""}}]"
61,PetEquip,70004201,1000,Huyền Quy Kỳ Huyết Thú Trảo,PetEquipClaw1_12,12,95,1,true,0,1000,800,-1,,"Mai rùa màu đen, có vân đỏ.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""884""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""884""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""5332"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""5332"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""135"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""6483"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""25"",""MinStar"":""9""}}]"
62,PetEquip,70004202,1001,Huyền Quy Kỳ Huyết Thú Khôi,PetEquipHat1_12,12,95,1,true,0,1000,800,-1,,"Mai rùa màu đen, có vân đỏ.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""298""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""298""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""3691"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""3691"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""90"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""135"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""25"",""MinStar"":""9""}}]"
63,PetEquip,70004203,1002,Huyền Quy Kỳ Huyết Thú Giáp,PetEquipCloth1_12,12,95,1,true,0,1000,800,-1,,"Mai rùa màu đen, có vân đỏ.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""794""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""794""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""11934"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""11934"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""90"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""135"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""25"",""MinStar"":""9""}}]"
64,PetEquip,70004204,1003,Huyền Quy Kỳ Huyết Thú Hoàn,PetEquipChaplet1_12,12,95,1,true,0,1000,800,-1,,"Mai rùa màu đen, có vân đỏ.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_hitbase"",""Value"":""740""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""5484"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""5484"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""6483"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""135"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""25"",""MinStar"":""9""}}]"
65,PetEquip,70004205,1004,Huyền Quy Kỳ Huyết Thú Sức,PetEquipAmulet1_12,12,95,1,true,0,1000,800,-1,,"Mai rùa màu đen, có vân đỏ.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_hitbase"",""Value"":""370""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_dodgebase"",""Value"":""123""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""5484"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""5484"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""6483"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""135"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""25"",""MinStar"":""9""}}]"
66,PetEquip,70004301,1000,Mặc Báo Kinh Bộ Thú Trảo,PetEquipClaw1_11,13,95,1,true,0,1000,800,-1,,"Báo thân như mặc, tốc độ kinh hồn.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physatkbase"",""Value"":""884""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicatkbase"",""Value"":""884""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""5332"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""5332"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""90"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""135"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""25"",""MinStar"":""9""}}]"
67,PetEquip,70004302,1001,Mặc Báo Kinh Bộ Thú Khôi,PetEquipHat1_11,13,95,1,true,0,1000,800,-1,,"Báo thân như mặc, tốc độ kinh hồn.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""298""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""298""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""1891"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""1891"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""135"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""90"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""25"",""MinStar"":""9""}}]"
68,PetEquip,70004303,1002,Mặc Báo Kinh Bộ Thú Giáp,PetEquipCloth1_11,13,95,1,true,0,1000,800,-1,,"Báo thân như mặc, tốc độ kinh hồn.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_physdefbase"",""Value"":""794""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_magicdefbase"",""Value"":""794""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""5326"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""5326"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""135"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""90"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""25"",""MinStar"":""9""}}]"
69,PetEquip,70004304,1003,Mặc Báo Kinh Bộ Thú Hoàn,PetEquipChaplet1_11,13,95,1,true,0,1000,800,-1,,"Báo thân như mặc, tốc độ kinh hồn.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_hitbase"",""Value"":""740""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""2784"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""2784"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""13347"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""135"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""25"",""MinStar"":""9""}}]"
70,PetEquip,70004305,1004,Mặc Báo Kinh Bộ Thú Sức,PetEquipAmulet1_11,13,95,1,true,0,1000,800,-1,,"Báo thân như mặc, tốc độ kinh hồn.<br><color=#00FF00>Có thể đến Tô Châu tìm Vân San San tiến hành thăng cấp sao hoặc phân giải trang bị",,"[{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_hitbase"",""Value"":""370""}},{""Tag"":""BaseAttribute"",""Attributes"":{""Symbol"":""magic_dodgebase"",""Value"":""123""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""2784"",""MinStar"":""1""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""2784"",""MinStar"":""3""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""13347"",""MinStar"":""5""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""135"",""MinStar"":""7""}},{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""25"",""MinStar"":""9""}}]"
